,Unnamed: 0,Date,AirPort,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,Max Gust SpeedKm/h,Precipitationmm,CloudCover,Events,WindDirDegrees,Holiday
7485,7485,2012-10-14,EWR,23,17,10,14,9,5,84,63,41,1026,1020,1014,16,16,16,39,20,47.0,0.00,5,,206,0.0
7486,7486,2012-10-15,EWR,22,19,15,18,16,13,93,80,66,1013,1007,1004,16,13,2,39,17,50.0,8.38,7,Rain,220,0.0
7487,7487,2012-10-16,EWR,16,13,9,11,4,1,77,57,37,1013,1009,1005,16,16,16,40,18,56.0,T,3,,315,0.0
7488,7488,2012-10-17,EWR,18,12,6,7,4,2,82,60,37,1016,1015,1013,16,16,16,19,5,26.0,0.00,4,,222,0.0
7489,7489,2012-10-18,EWR,19,13,7,15,10,6,93,75,56,1017,1016,1013,16,16,13,29,11,40.0,0.25,4,,100,0.0
7490,7490,2012-10-19,EWR,21,19,18,19,18,16,100,92,84,1013,1008,1004,16,10,2,32,13,45.0,22.10,7,Rain,142,0.0
7491,7491,2012-10-20,EWR,22,16,10,18,12,4,100,68,35,1010,1006,1004,16,9,0,32,12,58.0,0.00,4,Fog,236,0.0
7492,7492,2012-10-21,EWR,21,15,9,6,4,2,77,54,31,1017,1014,1011,16,16,16,34,17,48.0,0.00,2,,273,0.0
7493,7493,2012-10-22,EWR,22,16,9,6,5,3,68,49,29,1020,1018,1016,16,16,16,32,12,39.0,0.00,0,,280,0.0
7494,7494,2012-10-23,EWR,18,14,9,13,9,6,93,73,52,1021,1019,1018,16,16,11,14,7,19.0,0.76,6,Rain,330,0.0
7495,7495,2012-10-24,EWR,17,15,13,13,13,12,93,86,78,1023,1021,1019,16,10,5,19,9,21.0,1.52,8,Rain,36,0.0
7496,7496,2012-10-25,EWR,17,16,14,12,11,11,80,74,67,1025,1024,1023,16,16,16,13,7,19.0,0.00,8,,97,0.0
7497,7497,2012-10-26,EWR,19,17,15,14,13,12,84,76,68,1024,1022,1020,16,16,16,11,4,14.0,0.00,8,,85,0.0
7498,7498,2012-10-27,EWR,19,17,15,14,12,10,90,74,58,1020,1016,1013,16,16,16,26,10,32.0,0.00,8,,66,0.0
7499,7499,2012-10-28,EWR,16,14,13,12,8,6,80,69,57,1013,1009,1004,16,16,16,45,27,61.0,T,8,,36,0.0
7500,7500,2012-10-29,EWR,18,15,12,16,12,8,93,83,72,1003,981,965,16,7,2,84,48,126.0,15.24,8,Rain,36,0.0
7501,7501,2012-10-30,EWR,14,12,8,10,7,3,86,74,61,998,992,981,16,11,8,56,30,84.0,15.49,8,Rain,170,1.0
7502,7502,2012-10-31,EWR,18,12,6,6,3,2,93,75,56,1002,1000,998,16,16,16,77,27,116.0,0.00,7,,221,0.0
7503,7503,2012-11-01,EWR,12,8,5,4,3,2,82,71,59,1003,1002,1001,16,16,16,29,18,37.0,0.00,6,,238,0.0
7504,7504,2012-11-02,EWR,12,9,6,3,2,-2,71,56,41,1008,1004,1003,16,16,16,39,20,50.0,T,7,,271,0.0
7505,7505,2012-11-03,EWR,12,8,4,-1,-1,-2,62,52,41,1014,1011,1008,16,16,16,39,22,53.0,0.00,4,,297,0.0
7506,7506,2012-11-04,EWR,12,8,3,0,-1,-2,70,58,46,1016,1015,1014,16,16,16,32,15,40.0,0.00,4,,301,0.0
7507,7507,2012-11-05,EWR,9,6,2,-1,-5,-8,67,52,37,1022,1018,1015,16,16,16,32,22,40.0,0.00,5,,332,0.0
7508,7508,2012-11-06,EWR,7,2,-3,-4,-7,-8,69,51,33,1024,1022,1019,16,16,16,23,12,26.0,0.00,3,,30,0.0
7509,7509,2012-11-07,EWR,4,2,0,1,-2,-7,100,74,48,1018,1012,1009,16,7,0,47,29,61.0,26.16,8,Rain-Snow,1,0.0
7510,7510,2012-11-08,EWR,9,5,1,-1,-4,-7,89,62,34,1013,1009,1007,16,15,2,39,22,52.0,1.27,6,Snow,328,0.0
7511,7511,2012-11-09,EWR,13,8,2,1,-3,-6,60,45,30,1023,1018,1014,16,16,16,37,19,50.0,0.00,2,,302,0.0
7512,7512,2012-11-10,EWR,13,8,4,4,2,1,79,65,51,1030,1027,1023,16,15,13,19,8,23.0,0.00,6,,263,0.0
7513,7513,2012-11-11,EWR,18,12,6,11,8,4,93,73,52,1032,1031,1030,16,13,6,16,4,23.0,0.00,4,,161,1.0
7514,7514,2012-11-12,EWR,19,14,8,14,11,8,100,84,68,1032,1028,1022,16,8,0,21,6,32.0,0.00,6,Fog,122,0.0
7515,7515,2012-11-13,EWR,17,11,4,15,6,-2,90,72,53,1031,1025,1020,16,15,8,42,18,56.0,1.78,7,Rain,317,0.0
7516,7516,2012-11-14,EWR,9,6,2,-2,-3,-5,70,58,45,1034,1032,1031,16,16,16,29,18,37.0,0.00,2,,12,0.0
7517,7517,2012-11-15,EWR,8,4,1,-1,-3,-4,70,56,42,1031,1029,1026,16,16,16,24,13,27.0,0.00,6,,17,0.0
7518,7518,2012-11-16,EWR,9,6,2,-3,-3,-4,64,53,42,1031,1028,1026,16,16,16,26,14,32.0,0.00,4,,4,1.0
7519,7519,2012-11-17,EWR,12,6,1,2,-2,-3,76,59,41,1037,1035,1031,16,16,16,26,13,34.0,0.00,0,,21,0.0
7520,7520,2012-11-18,EWR,10,6,1,2,1,-2,82,68,54,1038,1037,1035,16,16,16,21,12,32.0,0.00,4,,29,0.0
7521,7521,2012-11-19,EWR,9,6,2,4,2,-1,89,78,66,1034,1030,1024,16,16,16,29,16,35.0,0.00,5,,22,0.0
7522,7522,2012-11-20,EWR,11,6,1,2,0,-2,89,66,42,1024,1022,1020,16,16,16,19,10,24.0,0.00,6,,16,0.0
7523,7523,2012-11-21,EWR,13,7,2,2,-1,-3,82,60,38,1024,1022,1021,16,16,16,23,11,27.0,0.00,3,,17,0.0
7524,7524,2012-11-22,EWR,14,8,2,4,2,-4,85,70,55,1025,1023,1021,16,16,14,21,6,26.0,0.00,1,,21,0.0
7525,7525,2012-11-23,EWR,14,8,3,8,6,3,92,72,51,1020,1013,1005,16,14,10,16,7,23.0,0.25,5,Rain,186,0.0
7526,7526,2012-11-24,EWR,9,6,2,6,-6,-11,86,60,33,1011,1008,1005,16,16,16,48,24,64.0,0.00,5,,281,0.0
7527,7527,2012-11-25,EWR,6,3,1,-6,-7,-9,61,51,40,1015,1013,1012,16,16,16,35,20,56.0,0.00,6,,257,1.0
7528,7528,2012-11-26,EWR,10,4,-1,-4,-6,-8,69,48,27,1025,1019,1015,16,16,16,29,11,37.0,0.00,5,,253,0.0
7529,7529,2012-11-27,EWR,4,3,1,2,-1,-5,100,76,52,1026,1024,1023,16,9,1,24,13,27.0,11.68,8,Rain-Snow,11,0.0
7530,7530,2012-11-28,EWR,6,3,0,0,-4,-6,89,66,43,1026,1024,1022,16,16,16,34,14,48.0,0.00,4,,299,0.0
7531,7531,2012-11-29,EWR,7,3,-2,-4,-5,-6,75,60,45,1029,1027,1025,16,16,13,29,17,48.0,0.00,2,,244,0.0
7532,7532,2012-11-30,EWR,9,4,-1,3,-2,-4,78,62,45,1031,1029,1027,16,15,13,23,9,27.0,0.00,6,,66,0.0
7533,7533,2012-12-01,EWR,5,4,3,4,1,-2,92,81,70,1034,1032,1030,16,14,3,29,18,35.0,0.00,8,,20,0.0
7534,7534,2012-12-02,EWR,11,8,4,8,6,4,100,86,71,1030,1026,1020,16,5,0,19,7,23.0,1.27,8,Fog-Rain,220,0.0
7535,7535,2012-12-03,EWR,18,12,6,10,8,6,100,76,52,1025,1022,1020,16,12,6,26,9,32.0,0.00,5,,268,0.0
7536,7536,2012-12-04,EWR,17,12,7,12,9,6,100,86,72,1025,1022,1015,16,11,4,14,5,21.0,0.76,7,Rain,55,0.0
7537,7537,2012-12-05,EWR,14,8,2,11,2,-8,86,62,38,1024,1018,1013,16,16,14,47,24,61.0,0.51,5,Rain,301,0.0
7538,7538,2012-12-06,EWR,6,2,-1,-6,-8,-9,61,47,33,1028,1026,1024,16,16,16,32,11,40.0,0.00,4,,332,0.0
7539,7539,2012-12-07,EWR,7,3,-1,6,3,-4,100,82,63,1025,1021,1017,16,9,2,10,2,13.0,3.56,8,Rain,310,0.0
7540,7540,2012-12-08,EWR,10,8,6,9,7,6,100,93,86,1016,1014,1012,13,5,1,19,9,26.0,7.62,8,Rain,335,0.0
7541,7541,2012-12-09,EWR,9,8,6,9,6,2,100,85,70,1025,1021,1016,16,10,2,26,10,32.0,0.76,7,Rain,23,0.0
7542,7542,2012-12-10,EWR,14,11,7,14,11,7,100,97,93,1016,1007,1001,13,4,0,23,6,24.0,1.02,8,Fog-Rain,280,0.0
7543,7543,2012-12-11,EWR,14,9,5,13,3,-2,100,75,50,1023,1011,1001,16,15,8,40,17,53.0,0.76,7,Rain,324,0.0
7544,7544,2012-12-12,EWR,7,4,2,-2,-4,-6,70,55,40,1031,1028,1023,16,16,16,19,9,32.0,0.00,6,,334,0.0
7545,7545,2012-12-13,EWR,8,4,-1,-3,-4,-5,75,57,38,1032,1030,1027,16,16,16,19,7,24.0,0.00,3,,20,1.0
7546,7546,2012-12-14,EWR,11,4,-2,-3,-4,-6,78,54,30,1027,1024,1021,16,16,16,26,12,34.0,0.00,4,,241,0.0
7547,7547,2012-12-15,EWR,9,4,0,2,-1,-3,82,64,46,1027,1025,1023,16,16,16,16,6,21.0,0.00,6,,67,0.0
7548,7548,2012-12-16,EWR,10,8,7,8,6,2,100,85,70,1023,1017,1013,16,10,2,27,15,40.0,7.87,8,Rain,63,0.0
7549,7549,2012-12-17,EWR,7,6,4,7,6,4,100,95,89,1013,1010,1003,16,7,2,27,16,32.0,6.86,8,Rain,28,0.0
7550,7550,2012-12-18,EWR,13,10,7,9,7,1,100,83,65,1003,1000,998,16,10,1,42,17,53.0,13.21,7,Rain,297,0.0
7551,7551,2012-12-19,EWR,9,7,4,1,-2,-4,73,58,42,1021,1011,1004,16,16,16,48,23,60.0,0.00,2,,296,0.0
7552,7552,2012-12-20,EWR,9,4,0,7,0,-4,82,68,53,1023,1018,1009,16,16,10,23,9,34.0,2.03,6,Rain,68,0.0
7553,7553,2012-12-21,EWR,14,8,2,13,5,-3,93,74,55,1007,992,985,16,12,4,56,33,79.0,23.11,8,Rain,195,0.0
7554,7554,2012-12-22,EWR,4,3,2,-1,-5,-8,82,61,40,1011,1002,994,16,16,16,53,29,71.0,T,6,Snow,277,0.0
7555,7555,2012-12-23,EWR,7,4,1,-4,-7,-10,59,45,30,1015,1013,1011,16,16,16,34,17,45.0,0.00,4,,252,0.0
7556,7556,2012-12-24,EWR,4,1,-3,1,-4,-7,100,74,48,1019,1016,1014,16,12,1,16,8,26.0,2.54,7,Rain-Snow,9,0.0
7557,7557,2012-12-25,EWR,6,3,-1,2,-1,-4,100,80,59,1025,1018,1013,16,13,3,34,18,40.0,0.51,7,Rain,344,0.0
7558,7558,2012-12-26,EWR,5,1,-3,4,-1,-7,92,78,63,1026,1016,998,16,10,1,48,24,63.0,23.88,7,Rain-Snow,36,0.0
7559,7559,2012-12-27,EWR,4,2,-1,3,0,-7,93,76,59,1011,999,992,16,13,2,56,35,71.0,22.86,7,Rain-Thunderstorm,327,0.0
7560,7560,2012-12-28,EWR,4,1,-2,-5,-6,-8,72,61,50,1019,1016,1011,16,16,16,37,19,50.0,0.00,5,,314,0.0
7561,7561,2012-12-29,EWR,1,-1,-3,0,-2,-5,96,84,72,1017,1007,1000,16,10,1,26,15,40.0,5.59,8,Fog-Rain-Snow,3,0.0
7562,7562,2012-12-30,EWR,2,0,-3,-4,-8,-10,72,58,44,1022,1014,1003,16,16,16,56,32,76.0,0.00,3,,300,0.0
7563,7563,2012-12-31,EWR,4,0,-4,-4,-7,-11,69,59,48,1023,1019,1013,16,16,16,29,19,40.0,0.00,7,,241,0.0
7564,7564,2012-01-01,SEA,13,9,5,-1,-3,-4,53,44,35,1026,1023,1019,16,16,16,32,17,40.0,T,6,,99,0.0
7565,7565,2012-01-02,SEA,11,7,3,8,3,-3,93,66,39,1025,1017,1013,16,15,6,47,16,64.0,10.92,7,Rain,170,0.0
7566,7566,2012-01-03,SEA,12,9,7,8,6,4,93,80,66,1027,1025,1022,16,16,16,19,8,24.0,0.76,7,Rain,168,0.0
7567,7567,2012-01-04,SEA,12,9,6,9,7,3,100,80,59,1023,1020,1017,16,11,2,39,17,53.0,20.32,7,Rain,180,0.0
7568,7568,2012-01-05,SEA,9,6,3,6,3,1,89,80,71,1029,1027,1022,16,16,16,39,22,60.0,1.27,4,Rain,193,1.0
7569,7569,2012-01-06,SEA,4,3,2,2,1,0,92,86,79,1029,1027,1025,16,16,11,16,8,23.0,2.54,8,Rain,181,0.0
7570,7570,2012-01-07,SEA,7,5,3,4,3,1,92,84,76,1032,1030,1027,16,15,6,19,8,23.0,T,8,Rain,165,0.0
7571,7571,2012-01-08,SEA,10,7,3,4,3,2,92,79,66,1030,1027,1025,16,16,16,16,7,23.0,0.00,6,,165,0.0
7572,7572,2012-01-09,SEA,9,7,5,7,5,2,89,80,71,1026,1025,1023,16,15,8,24,12,32.0,4.32,8,Rain,184,0.0
7573,7573,2012-01-10,SEA,6,3,1,2,0,-2,93,78,62,1035,1032,1027,16,16,14,32,12,39.0,1.02,5,Rain,10,0.0
7574,7574,2012-01-11,SEA,6,3,-1,-1,-3,-5,89,67,45,1034,1032,1029,16,16,16,32,18,37.0,0.00,2,,19,0.0
7575,7575,2012-01-12,SEA,6,2,-2,0,-3,-5,78,64,49,1030,1028,1026,16,16,16,21,7,24.0,0.00,5,,19,0.0
7576,7576,2012-01-13,SEA,5,1,-3,-1,-2,-4,85,73,60,1027,1024,1018,16,16,16,14,5,16.0,0.00,5,,47,0.0
7577,7577,2012-01-14,SEA,4,3,1,3,0,-2,92,78,64,1017,1015,1012,16,14,5,42,19,56.0,4.06,7,Rain-Snow,199,0.0
7578,7578,2012-01-15,SEA,1,-1,-3,0,-2,-3,100,91,82,1021,1016,1015,16,9,0,27,12,34.0,5.33,7,Snow,169,0.0
7579,7579,2012-01-16,SEA,2,-1,-3,1,-2,-4,96,89,82,1021,1019,1014,16,11,2,37,18,48.0,2.54,8,Snow,184,0.0
7580,7580,2012-01-17,SEA,3,2,0,3,0,-4,100,85,70,1015,1012,1009,16,10,1,34,20,47.0,8.13,7,Fog-Snow,205,0.0
7581,7581,2012-01-18,SEA,0,-1,-3,-2,-3,-4,92,81,69,1015,1008,1003,16,3,1,34,18,39.0,19.81,8,Fog-Rain-Snow,6,1.0
7582,7582,2012-01-19,SEA,-1,-2,-3,-2,-3,-4,92,89,85,1009,1005,1001,16,7,2,19,6,19.0,15.24,8,Rain-Snow,333,0.0
7583,7583,2012-01-20,SEA,7,3,-1,4,1,-2,100,91,82,1009,1000,984,16,7,1,29,8,35.0,13.46,8,Fog-Rain-Snow,125,0.0
7584,7584,2012-01-21,SEA,8,6,3,6,2,0,89,81,73,1013,1001,984,16,16,13,53,30,76.0,3.05,6,Rain,201,0.0
7585,7585,2012-01-22,SEA,7,4,2,4,1,-3,93,76,59,1012,1005,997,16,15,8,42,17,69.0,6.10,7,Rain,159,0.0
7586,7586,2012-01-23,SEA,8,5,1,2,1,-1,89,74,58,1018,1015,1011,16,16,13,27,13,34.0,T,5,Rain,174,0.0
7587,7587,2012-01-24,SEA,10,6,2,9,4,-1,100,88,76,1017,1010,1005,16,13,5,63,18,84.0,8.64,7,Rain,166,0.0
7588,7588,2012-01-25,SEA,9,7,4,6,3,1,93,79,65,1026,1022,1015,16,14,6,56,19,72.0,8.13,7,Rain,206,0.0
7589,7589,2012-01-26,SEA,9,5,1,8,2,-2,100,75,49,1037,1026,1013,16,16,8,45,17,61.0,4.83,6,Rain,186,0.0
7590,7590,2012-01-27,SEA,7,2,-2,-2,-2,-3,92,73,53,1038,1036,1033,16,15,10,13,5,16.0,0.00,2,,82,0.0
7591,7591,2012-01-28,SEA,7,4,1,-1,-2,-3,82,70,57,1033,1028,1020,16,16,13,16,8,23.0,T,7,Rain,162,0.0
7592,7592,2012-01-29,SEA,9,7,4,9,7,-1,100,79,58,1019,1013,1009,16,12,3,29,16,39.0,27.69,8,Rain,194,0.0
7593,7593,2012-01-30,SEA,8,7,6,7,4,4,93,85,76,1019,1017,1011,16,16,13,39,18,52.0,3.56,7,Rain,204,0.0
7594,7594,2012-01-31,SEA,9,8,6,5,3,2,89,78,66,1019,1017,1013,16,16,11,29,14,39.0,1.78,7,Rain,192,0.0
7595,7595,2012-02-01,SEA,9,6,3,7,4,1,100,85,70,1032,1021,1012,16,14,2,32,10,42.0,13.46,7,Rain,192,0.0
7596,7596,2012-02-02,SEA,8,5,2,3,1,0,85,73,60,1033,1029,1024,16,16,16,24,9,29.0,0.00,4,,42,0.0
7597,7597,2012-02-03,SEA,14,8,2,1,-4,-6,79,52,25,1025,1021,1019,16,16,16,37,19,47.0,0.00,1,,95,0.0
7598,7598,2012-02-04,SEA,16,11,5,1,-3,-4,55,40,25,1023,1022,1021,16,16,16,32,15,39.0,0.00,2,,100,0.0
7599,7599,2012-02-05,SEA,14,8,2,2,-1,-4,79,59,39,1025,1023,1021,16,16,16,23,10,26.0,0.00,4,,14,0.0
7600,7600,2012-02-06,SEA,16,9,2,0,-4,-7,89,56,22,1020,1016,1013,16,16,16,37,18,45.0,0.00,1,,70,0.0
7601,7601,2012-02-07,SEA,16,12,8,1,-4,-6,36,30,23,1017,1013,1012,16,16,16,37,19,50.0,0.25,4,Rain,119,0.0
7602,7602,2012-02-08,SEA,10,8,5,8,5,2,86,73,60,1026,1022,1018,16,14,5,24,10,27.0,2.79,7,Rain,131,0.0
7603,7603,2012-02-09,SEA,11,9,8,8,6,2,93,80,66,1026,1023,1017,16,16,11,26,9,32.0,2.54,8,Rain,109,0.0
7604,7604,2012-02-10,SEA,13,10,7,8,6,2,93,75,56,1019,1016,1014,16,15,5,26,11,29.0,2.54,8,Rain,165,0.0
7605,7605,2012-02-11,SEA,9,7,6,6,4,3,93,82,71,1023,1021,1018,16,16,14,24,12,32.0,0.76,8,Rain,184,0.0
7606,7606,2012-02-12,SEA,8,7,5,5,3,2,89,80,70,1021,1017,1013,16,16,5,13,5,19.0,1.02,8,Rain,171,0.0
7607,7607,2012-02-13,SEA,7,6,4,6,4,3,100,88,76,1019,1017,1014,16,9,1,14,5,16.0,11.43,8,Rain,168,0.0
7608,7608,2012-02-14,SEA,7,4,1,4,2,1,93,85,76,1024,1016,1013,16,15,6,27,11,34.0,2.54,7,Rain,191,0.0
7609,7609,2012-02-15,SEA,7,4,1,3,2,0,100,83,65,1030,1028,1024,16,12,1,21,6,23.0,0.00,6,,175,0.0
7610,7610,2012-02-16,SEA,7,6,3,6,4,1,92,86,79,1027,1025,1024,16,11,0,21,7,24.0,1.78,8,Fog-Rain,185,0.0
7611,7611,2012-02-17,SEA,10,7,4,7,5,3,100,87,74,1025,1019,1011,16,7,0,40,12,58.0,17.27,7,Fog-Rain,166,0.0
7612,7612,2012-02-18,SEA,7,6,4,6,3,2,96,86,76,1019,1015,1013,16,16,10,45,29,61.0,6.35,8,Rain,196,0.0
7613,7613,2012-02-19,SEA,7,4,2,2,0,-2,85,72,58,1020,1018,1014,16,16,16,39,17,48.0,0.00,7,,181,0.0
7614,7614,2012-02-20,SEA,8,5,2,7,3,-2,100,85,70,1017,1015,1012,16,9,2,24,10,29.0,3.05,8,Rain,164,0.0
7615,7615,2012-02-21,SEA,10,9,8,9,7,7,100,90,80,1020,1018,1016,16,14,1,45,27,60.0,0.76,8,Rain,207,0.0
7616,7616,2012-02-22,SEA,10,7,3,8,4,1,96,79,61,1027,1020,1015,16,12,1,45,21,63.0,8.64,6,Rain,219,0.0
7617,7617,2012-02-23,SEA,8,6,3,2,1,0,85,73,60,1030,1029,1027,16,16,16,26,14,34.0,0.00,7,,191,0.0
7618,7618,2012-02-24,SEA,7,6,4,6,3,1,96,83,70,1026,1013,1003,16,15,6,27,13,37.0,11.43,8,Rain,186,0.0
7619,7619,2012-02-25,SEA,7,5,3,4,1,-1,86,78,70,1023,1013,1002,16,16,16,39,23,58.0,T,7,Rain,212,0.0
7620,7620,2012-02-26,SEA,5,2,-1,0,-1,-4,89,74,59,1024,1022,1021,16,14,1,27,12,35.0,1.27,7,Rain-Snow,109,0.0
7621,7621,2012-02-27,SEA,7,2,-2,-3,-4,-6,85,67,49,1024,1021,1016,16,16,16,26,11,34.0,0.00,4,,39,0.0
7622,7622,2012-02-28,SEA,7,3,-1,2,-3,-6,82,61,40,1015,1005,998,16,15,8,34,15,47.0,3.56,8,Rain-Snow,137,0.0
7623,7623,2012-02-29,SEA,5,3,1,3,1,-2,92,84,75,1009,1003,999,16,15,5,47,25,61.0,0.76,8,Rain-Snow,182,0.0
7624,7624,2012-03-01,SEA,6,4,1,2,1,-1,96,83,70,1028,1019,1009,16,16,16,27,11,35.0,T,7,,210,0.0
7625,7625,2012-03-02,SEA,7,6,4,4,2,1,89,80,70,1031,1029,1028,16,16,16,27,18,35.0,2.03,8,Rain,189,0.0
7626,7626,2012-03-03,SEA,12,9,7,6,6,4,89,77,64,1029,1028,1026,16,16,16,42,25,53.0,0.00,7,,205,0.0
7627,7627,2012-03-04,SEA,11,9,7,6,4,3,92,77,61,1028,1023,1016,16,15,3,34,20,40.0,T,7,Rain,205,0.0
7628,7628,2012-03-05,SEA,8,4,1,5,1,-4,89,67,45,1015,1010,1006,16,15,8,47,22,69.0,6.86,5,Rain,206,0.0
7629,7629,2012-03-06,SEA,7,3,0,0,-3,-7,92,65,37,1029,1020,1012,16,14,3,26,10,34.0,0.51,6,Snow,311,0.0
7630,7630,2012-03-07,SEA,9,4,-2,-2,-4,-7,82,58,34,1033,1031,1029,16,16,16,21,10,24.0,0.00,3,,76,0.0
7631,7631,2012-03-08,SEA,16,8,1,3,1,-2,89,63,36,1029,1025,1022,16,16,16,21,9,45.0,0.00,5,,258,0.0
7632,7632,2012-03-09,SEA,9,7,5,7,6,2,93,80,66,1025,1020,1015,16,10,0,23,10,48.0,3.56,8,Fog-Rain,195,0.0
7633,7633,2012-03-10,SEA,7,7,6,6,5,4,92,88,83,1015,1011,1004,16,14,3,26,12,35.0,10.41,8,Rain,190,0.0
7634,7634,2012-03-11,SEA,7,5,3,5,2,-2,96,80,64,1009,1005,1002,16,15,6,39,21,48.0,13.72,7,Rain,188,0.0
7635,7635,2012-03-12,SEA,8,4,1,4,1,-2,92,73,53,1005,996,993,16,13,2,47,22,64.0,19.30,8,Rain-Snow,189,0.0
7636,7636,2012-03-13,SEA,6,3,1,2,0,-1,96,85,73,1012,1004,995,16,10,0,39,19,60.0,9.40,7,Fog-Rain-Snow,188,1.0
7637,7637,2012-03-14,SEA,8,4,1,4,2,-3,92,78,64,1012,1008,1005,16,15,8,34,17,48.0,8.64,8,Rain,140,0.0
7638,7638,2012-03-15,SEA,11,8,6,8,6,4,92,87,82,1005,1003,999,16,12,2,47,21,61.0,23.88,8,Rain,182,0.0
7639,7639,2012-03-16,SEA,9,7,4,5,3,1,96,81,66,1007,1003,995,16,15,8,35,18,48.0,8.38,7,Rain,195,0.0
7640,7640,2012-03-17,SEA,10,6,1,3,2,0,100,78,56,1005,1000,994,16,13,1,34,14,40.0,9.40,7,Fog-Rain-Snow,192,0.0
7641,7641,2012-03-18,SEA,5,2,-1,3,2,-2,92,87,82,1012,1006,1003,16,15,3,23,10,26.0,3.56,7,Rain,140,0.0
7642,7642,2012-03-19,SEA,7,3,-1,2,-1,-3,92,75,57,1013,1011,1005,16,16,14,24,11,32.0,2.03,6,Rain,171,0.0
7643,7643,2012-03-20,SEA,8,5,2,4,2,1,100,85,70,1016,1008,1001,16,15,10,45,23,60.0,3.56,7,Rain,199,0.0
7644,7644,2012-03-21,SEA,9,5,1,2,0,-4,92,66,39,1017,1014,1009,16,16,11,27,9,34.0,1.27,6,Rain,130,0.0
7645,7645,2012-03-22,SEA,10,6,2,2,1,-4,100,70,39,1019,1015,1010,16,16,10,21,7,24.0,4.06,7,Rain,187,0.0
7646,7646,2012-03-23,SEA,12,7,1,1,-1,-4,92,62,32,1019,1017,1015,16,16,16,26,10,29.0,0.00,1,,42,0.0
7647,7647,2012-03-24,SEA,15,9,3,2,1,0,85,61,37,1017,1015,1012,16,16,16,29,19,34.0,0.00,4,,360,0.0
7648,7648,2012-03-25,SEA,13,8,2,5,2,0,85,68,50,1013,1009,1007,16,16,16,24,10,32.0,T,6,,354,0.0
7649,7649,2012-03-26,SEA,13,9,6,6,3,-2,89,64,38,1011,1009,1007,16,16,16,27,16,35.0,T,6,,192,0.0
7650,7650,2012-03-27,SEA,14,11,7,7,4,1,77,62,47,1008,1004,1000,16,16,13,32,14,42.0,4.83,8,Rain,120,0.0
7651,7651,2012-03-28,SEA,11,9,7,7,4,2,86,71,56,1010,1007,1001,16,16,13,42,21,56.0,1.27,7,Rain,189,0.0
7652,7652,2012-03-29,SEA,10,8,6,8,6,2,100,88,76,1004,1000,996,16,9,1,39,16,52.0,27.43,8,Rain,189,0.0
7653,7653,2012-03-30,SEA,9,7,5,7,5,2,96,81,65,1008,1003,998,16,16,10,42,17,60.0,5.59,7,Rain,202,0.0
7654,7654,2012-03-31,SEA,10,7,3,6,4,2,92,82,71,1006,999,996,16,15,8,35,12,40.0,13.21,7,Rain,45,0.0
7655,7655,2012-04-01,SEA,9,7,4,5,3,1,86,78,70,1023,1013,1000,16,16,11,48,24,66.0,1.52,7,Rain,207,0.0
7656,7656,2012-04-02,SEA,17,11,4,2,1,-1,79,57,34,1025,1020,1012,16,16,16,24,11,29.0,0.00,6,,151,0.0
7657,7657,2012-04-03,SEA,12,8,3,6,3,1,92,71,50,1016,1013,1008,16,15,6,34,11,47.0,1.52,7,Rain,199,0.0
7658,7658,2012-04-04,SEA,11,7,3,3,2,-2,92,69,46,1020,1017,1015,16,16,11,24,7,29.0,0.00,6,,228,0.0
7659,7659,2012-04-05,SEA,9,6,3,4,3,1,92,76,60,1022,1021,1020,16,15,8,21,6,26.0,4.57,7,Rain,305,0.0
7660,7660,2012-04-06,SEA,11,7,3,3,1,-4,92,64,35,1027,1025,1022,16,16,14,19,9,27.0,0.25,5,Rain,197,0.0
7661,7661,2012-04-07,SEA,16,9,2,1,-1,-4,92,59,25,1027,1024,1022,16,16,16,34,15,42.0,0.00,2,,44,0.0
7662,7662,2012-04-08,SEA,21,14,7,-2,-4,-6,46,32,18,1022,1019,1016,16,16,16,27,15,35.0,0.00,5,,73,0.0
7663,7663,2012-04-09,SEA,20,13,6,4,2,-2,76,50,24,1016,1014,1010,16,16,16,26,7,32.0,0.00,7,,326,0.0
7664,7664,2012-04-10,SEA,18,13,9,7,6,2,80,64,48,1010,1009,1007,16,16,16,23,11,29.0,T,7,,234,0.0
7665,7665,2012-04-11,SEA,11,9,7,9,8,6,93,84,74,1009,1006,1005,16,14,3,21,9,27.0,2.29,8,Rain,200,0.0
7666,7666,2012-04-12,SEA,14,10,6,7,5,3,93,72,51,1011,1009,1007,16,16,16,37,9,48.0,0.51,5,Rain,153,0.0
7667,7667,2012-04-13,SEA,15,9,4,6,4,2,93,68,43,1014,1011,1009,16,14,2,32,14,37.0,0.00,4,Fog,10,0.0
7668,7668,2012-04-14,SEA,16,9,3,6,4,2,85,69,53,1022,1019,1014,16,16,16,19,11,26.0,0.00,4,,196,1.0
7669,7669,2012-04-15,SEA,16,12,7,5,3,1,83,60,36,1024,1021,1016,16,16,10,21,10,24.0,T,7,,190,0.0
